City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
110,Kabare,CD,2022-07-25 19:03:10,-2.4683,28.8242,64.04,70,75,0.11
111,Sidhi,IN,2022-07-25 19:03:11,24.4167,81.8833,79.72,86,100,5.14
112,Nara,JP,2022-07-25 19:03:11,34.6851,135.8049,81.5,65,100,1.95
113,Mount Isa,AU,2022-07-25 19:03:12,-20.7333,139.5,60.57,48,0,14.97
114,Shilka,RU,2022-07-25 19:03:12,51.85,116.0333,60.67,94,100,2.84
115,Wattegama,LK,2022-07-25 19:03:12,6.7989,81.4808,77.45,82,100,1.43
116,Akyab,MM,2022-07-25 19:03:13,20.15,92.9,81.68,79,6,2.37
117,Ketchikan,US,2022-07-25 19:00:06,55.3422,-131.6461,61.81,89,84,4.74
118,Edeia,BR,2022-07-25 19:03:13,-17.3383,-49.9314,88.77,20,0,5.41
119,Victoria,HK,2022-07-25 19:03:14,22.2855,114.1577,87.33,80,79,5.99
120,Kapaa,US,2022-07-25 19:03:15,22.0752,-159.319,80.47,71,22,5.01
121,Necochea,AR,2022-07-25 19:02:53,-38.5473,-58.7368,53.82,79,100,15.55
122,Alberton,CA,2022-07-25 19:00:40,46.8168,-64.0654,78.55,67,100,18.63
123,Omagari,JP,2022-07-25 19:03:15,39.45,140.4833,70.34,93,5,1.52
124,New Norfolk,AU,2022-07-25 19:03:16,-42.7826,147.0587,53.1,88,100,1.54
125,Maldonado,UY,2022-07-25 19:01:26,-34.6667,-54.9167,59.23,89,100,9.82
126,Kavieng,PG,2022-07-25 19:03:16,-2.5744,150.7967,81.28,80,15,17.13
127,Ca Mau,VN,2022-07-25 19:03:17,9.1769,105.15,77.34,92,71,3.4
128,Buraydah,SA,2022-07-25 19:03:17,26.326,43.975,93.76,14,6,12.28
129,Mahibadhoo,MV,2022-07-25 19:03:18,3.7833,72.9667,80.58,81,100,13.18
130,Abu Samrah,SY,2022-07-25 19:03:18,35.3029,37.1841,82.96,24,0,9.91
131,Ribeira Grande,PT,2022-07-25 19:03:18,38.5167,-28.7,79.2,78,20,10.36
132,Te Anau,NZ,2022-07-25 19:03:19,-45.4167,167.7167,38.61,95,100,2.89
133,San Bernardino,US,2022-07-25 19:03:19,34.6667,-116.1675,95.86,33,15,16.28
134,Georgetown,MY,2022-07-25 18:59:57,5.4112,100.3354,80.53,96,40,5.01
135,Avarua,CK,2022-07-25 19:03:20,-21.2078,-159.775,68.05,73,20,8.05
136,Upata,VE,2022-07-25 19:04:20,8.0086,-62.3989,76.82,84,77,1.61
137,Saldanha,ZA,2022-07-25 19:04:21,-33.0117,17.9442,56.98,64,0,10.65
138,Kodiak,US,2022-07-25 19:04:21,57.79,-152.4072,62.11,67,0,17.27
139,Collie,AU,2022-07-25 19:04:22,-33.3667,116.15,53.11,95,97,9.89
140,Katherine,AU,2022-07-25 19:04:22,-14.4667,132.2667,64.72,68,3,6.91
141,Big Rapids,US,2022-07-25 19:02:15,43.6981,-85.4837,75.09,52,75,12.66
142,Kilindoni,TZ,2022-07-25 19:04:23,-7.9139,39.6668,75.97,75,19,15.35
143,Katsuura,JP,2022-07-25 19:04:23,35.1333,140.3,78.82,92,84,16.75
144,Cidreira,BR,2022-07-25 19:04:24,-30.1811,-50.2056,64.31,88,40,8.46
145,Torbay,CA,2022-07-25 19:04:24,47.6666,-52.7314,80.76,61,42,10.65
146,Mabaruma,GY,2022-07-25 19:04:25,8.2,-59.7833,84.96,62,94,6.02
147,Punta Arenas,CL,2022-07-25 19:00:26,-53.15,-70.9167,41.11,52,6,17.02
148,Saveh,IR,2022-07-25 19:04:25,35.0213,50.3566,82.58,31,0,13.27
149,Zonguldak,TR,2022-07-25 19:04:26,41.25,31.8333,60.19,88,2,0.94
150,Champerico,GT,2022-07-25 19:04:26,14.3,-91.9167,93.74,70,25,7.67
151,Freeport,US,2022-07-25 19:04:26,40.6576,-73.5832,84.18,76,40,9.22
152,Innisfail,AU,2022-07-25 18:59:31,-17.5333,146.0333,65.26,77,98,5.3
153,Yagoua,CM,2022-07-25 19:02:14,10.3411,15.2329,83.16,64,64,6.71
154,Pueblo Viejo,DO,2022-07-25 19:04:27,18.4,-70.7676,91.24,63,40,11.9
155,Cascais,PT,2022-07-25 19:00:54,38.6979,-9.4215,81.75,64,20,28.77
156,Dwarka,IN,2022-07-25 19:04:28,22.2394,68.9678,81.86,84,100,19.95
157,Vila Franca Do Campo,PT,2022-07-25 19:04:28,37.7167,-25.4333,75.61,80,52,5.93
158,Hermanus,ZA,2022-07-25 19:04:29,-34.4187,19.2345,49.8,67,0,9.48
159,Marabba,SD,2022-07-25 19:04:29,12.35,32.1833,81.03,62,100,5.84
160,La Reforma,MX,2022-07-25 19:04:29,25.0833,-108.05,90.57,58,35,9.55
161,Charters Towers,AU,2022-07-25 19:04:30,-20.1,146.2667,56.14,90,0,5.66
162,Mafeteng,LS,2022-07-25 19:04:30,-29.823,27.2374,43.45,40,0,4.12
163,Cabedelo,BR,2022-07-25 19:03:20,-6.9811,-34.8339,77.07,74,40,17.36
164,General Roca,AR,2022-07-25 19:04:31,-39.0333,-67.5833,44.71,92,100,11.65
165,Bathsheba,BB,2022-07-25 19:04:31,13.2167,-59.5167,82.06,93,75,17.27
